GEOID,district
17031030101,9
17031030701,37
17031070103,41
17031807900,14
17031808001,14
17031808002,14
17031841200,11
17031831900,43
17031832600,25
17031836900,20
17031842300,41
17031839500,12
17031835800,23
17031838800,27
17031843400,42
17031842600,17
17031841900,0
17031843200,0
17031301803,42
17031320101,44
17031330103,44
17031380600,23
17031330102,44
17031330101,44
17031460800,15
17031630600,24
17031490200,2
17031612200,8
17031844700,19
17031844600,23
17031320102,44
17031730202,5
17031220701,33
17031063302,25
17031252201,4
17031660302,24
17031660301,24
17031835600,17
17031840000,12
17031813302,4
17031836400,23
17031836100,8
17031834600,8
17031843600,23
17031061902,43
17031030102,9
17031030103,9
17031030706,37
17031030601,9
17031081202,1
17031063303,25
17031836000,23
17031220901,33
17031210602,33
17031220602,32
17031220601,32
17031040401,40
17031252202,4
17031252102,26
17031836300,23
17031834500,8
17031836200,23
17031010501,9
17031020701,14
17031833900,15
17031834400,21
17031834300,28
17031070101,25
17031110501,7
17031030104,9
17031081401,1
17031430102,28
17031770902,39
17031430101,21
17031252101,26
17031010201,35
17031760801,39
17031839000,0
17031440201,2
17031540101,6
17031834000,15
17031711100,5
17031711200,5
17031711500,5
17031270500,4
17031680900,8
17031221000,33
17031221100,16
17031242800,16
17031242900,16
17031243000,16
17031243100,41
17031243200,41
17031243300,41
17031243400,41
17031071400,25
17031110400,7
17031150600,10
17031150700,7
17031150800,29
17031151100,10
17031151200,10
17031241500,41
17031241100,16
17031241600,41
17031241300,16
17031241400,41
17031243500,41
17031250200,20
17031250300,34
17031250400,34
17031250500,34
17031071500,41
17031071800,25
17031080100,1
17031080300,1
17031080400,41
17031160100,40
17031160200,29
17031160300,29
17031160400,29
17031160700,32
17031221300,16
17031221500,36
17031221400,36
17031250600,26
17031250700,26
17031250800,20
17031251000,20
17031251100,20
17031051400,36
17031060100,43
17031060300,43
17031060800,43
17031160800,33
17031160900,33
17031161000,33
17031161100,29
17031161200,33
17031161300,33
17031170100,7
17031221600,36
17031242100,41
17031242000,41
17031251200,26
17031251300,26
17031051300,36
17031600700,12
17031600900,12
17031821200,6
17031672000,5
17031710900,5
17031711000,5
17031711300,5
17031711400,5
17031271200,4
17031271300,4
17031271400,4
17031350100,12
17031350400,12
17031351000,12
17031351400,23
17031360200,12
17031430400,28
17031430600,28
17031430800,28
17031430500,28
17031430900,28
17031610300,17
17031681000,8
17031681100,8
17031680500,8
17031810000,9
17031720100,18
17031720200,18
17031720300,18
17031720400,30
17031720500,6
17031720600,18
17031720700,18
17031040600,40
17031040700,40
17031040800,40
17031825801,27
17031380100,23
17031380200,12
17031431200,28
17031431400,15
17031810200,35
17031810301,35
17031050100,40
17031610800,17
17031611300,8
17031611400,24
17031611500,24
17031611900,8
17031681200,8
17031810400,39
17031810701,10
17031810702,34
17031810600,7
17031381200,23
17031381400,23
17031283100,0
17031283800,11
17031691200,8
17031691100,8
17031730100,5
17031730300,5
17031730400,5
17031730500,5
17031730600,18
17031440300,2
17031810800,34
17031810900,34
17031612000,8
17031612100,8
17031620100,22
17031620200,42
17031620300,42
17031620400,22
17031810501,7
17031810502,7
17031812200,34
17031730700,18
17031740100,6
17031740200,30
17031740300,6
17031740400,6
17031381800,8
17031381900,8
17031390100,23
17031390200,23
17031390300,23
17031390400,23
17031390500,23
17031390600,23
17031390700,21
17031812500,26
17031440600,2
17031440900,2
17031440700,2
17031440800,2
17031630300,22
17031630500,24
17031630800,24
17031630900,22
17031640100,22
17031640300,38
17031750100,18
17031750200,6
17031750300,6
17031750400,6
17031750500,6
17031282700,11
17031282800,11
17031400300,8
17031400500,8
17031400800,8
17031410100,21
17031410500,23
17031410600,23
17031460100,15
17031450300,28
17031460200,15
17031640400,38
17031640500,31
17031640600,38
17031640700,38
17031640800,22
17031650100,22
17031650200,22
17031750600,18
17031812600,26
17031820300,38
17031820400,38
17031820902,31
17031410700,23
17031410800,23
17031410900,21
17031411000,21
17031411100,21
17031411200,23
17031460400,15
17031460500,28
17031461000,15
17031813000,26
17031813100,26
17031821102,30
17031561000,38
17031100200,3
17031020200,35
17031420100,21
17031420200,21
17031420400,8
17031420700,8
17031805402,3
17031420800,8
17031470100,15
17031480100,15
17031480200,28
17031480300,15
17031480400,15
17031805502,3
17031805600,39
17031650400,31
17031650500,22
17031660400,22
17031821401,6
17031805702,39
17031821402,6
17031821600,30
17031821700,30
17031290900,4
17031291200,19
17031421200,21
17031271500,4
17031292200,19
17031292400,19
17031292500,19
17031271800,4
17031280100,41
17031280400,0
17031300600,19
17031300700,19
17031301100,11
17031301200,11
17031480500,15
17031490500,15
17031520200,27
17031520300,27
17031520400,27
17031520500,27
17031520600,27
17031660500,22
17031660600,31
17031660700,31
17031660800,31
17031660900,31
17031661000,31
17031280900,0
17031301600,19
17031490600,15
17031490700,15
17031490800,15
17031491000,18
17031491100,18
17031530200,18
17031530300,6
17031530400,6
17031530600,27
17031560100,42
17031670200,8
17031670300,8
17031670400,24
17031661100,31
17031670100,8
17031670600,24
17031670800,8
17031670900,8
17031260900,4
17031261000,4
17031281900,0
17031310200,0
17031310300,0
17031310400,11
17031310500,11
17031491200,18
17031491300,18
17031491400,27
17031500100,15
17031500200,15
17031500300,27
17031560200,42
17031560300,42
17031560700,42
17031560800,42
17031560900,38
17031010300,9
17031010400,9
17031010600,9
17031020100,35
17031280800,0
17031420300,21
17031130200,40
17031240200,41
17031611800,8
17031030300,9
17031030400,37
17031020400,35
17031080202,1
17031060200,40
17031221200,16
17031826500,6
17031061200,43
17031030200,9
17031030900,37
17031031000,43
17031600600,12
17031811900,34
17031420600,8
17031110100,3
17031031400,37
17031040900,40
17031050200,29
17031050300,29
17031811600,39
17031031700,43
17031610400,17
17031050600,43
17031071700,41
17031031800,43
17031050500,32
17031071600,41
17031671400,5
17031062300,25
17031630400,22
17031010100,9
17031822802,6
17031680600,8
17031807800,14
17031811100,10
17031030500,9
17031171100,10
17031180100,13
17031251900,26
17031020500,35
17031081300,1
17031081000,44
17031130100,14
17031170200,10
17031170300,10
17031170400,10
17031170500,10
17031170600,10
17031170700,10
17031170800,10
17031251400,26
17031260300,4
17031260500,4
17031260600,4
17031260700,4
17031260800,4
17031050700,43
17031050900,32
17031051000,32
17031051100,32
17031051200,43
17031170900,10
17031171000,10
17031190100,29
17031222200,36
17031222500,16
17031222600,16
17031251500,26
17031251600,26
17031251700,26
17031251800,26
17031252000,26
17031130300,40
17031530100,27
17031190200,29
17031190300,13
17031190800,13
17031260100,4
17031260200,4
17031061800,43
17031821500,6
17031410200,23
17031222900,20
17031241000,16
17031230300,20
17031190900,20
17031191200,20
17031200100,33
17031200200,33
17031200300,33
17031222700,16
17031230100,16
17031230200,16
17031230400,20
17031230500,20
17031351100,12
17031807600,35
17031081900,41
17031611700,24
17031300500,19
17031381500,23
17031420500,8
17031081500,1
17031081600,1
17031081700,44
17031081800,44
17031222800,20
17031050800,32
17031210100,32
17031210400,33
17031230700,20
17031230800,20
17031230900,16
17031820502,31
17031820901,31
17031550200,27
17031823200,6
17031823304,6
17031670500,24
17031820700,42
17031580800,17
17031820800,42
17031300800,19
17031191100,20
17031230600,20
17031242300,16
17031242200,41
17031032100,37
17031060900,43
17031061000,43
17031210700,32
17031291600,11
17031400400,8
17031120100,3
17031062000,25
17031611200,8
17031300900,19
17031061100,43
17031061500,43
17031062100,25
17031062200,43
17031090200,3
17031090100,3
17031826401,6
17031260400,4
17031351500,12
17031770800,39
17031081100,1
17031210800,32
17031210900,36
17031241200,16
17031031200,43
17031063000,25
17031062500,43
17031062600,36
17031062700,36
17031062800,25
17031062900,25
17031062400,43
17031090300,3
17031063100,25
17031063200,25
17031063400,25
17031242700,16
17031070400,25
17031100100,3
17031100300,3
17031140100,40
17031140200,40
17031140400,40
17031140500,29
17031070200,25
17031070300,25
17031070500,36
17031070700,36
17031070600,36
17031100400,39
17031100600,39
17031100700,39
17031110200,7
17031150200,7
17031150300,7
17031140800,40
17031231200,20
17031231100,20
17031242400,16
17031242500,16
17031671600,5
17031120200,3
17031120300,14
17031120400,7
17031231500,4
17031071100,25
17031071000,36
17031071200,41
17031071300,41
17031110300,7
17031220300,36
17031220400,32
17031220500,32
17031240300,41
17031240500,36
17031060400,43
17031060500,43
17031240800,16
17031240600,36
17031240700,16
17031240900,16
17031242600,16
17031310600,11
17031310700,11
17031310800,11
17031020602,35
17031310900,11
17031510100,15
17031510200,15
17031561100,38
17031190701,13
17031020901,35
17031010202,9
17031570100,42
17031570200,42
17031570300,42
17031570400,42
17031570500,42
17031690400,8
17031691300,2
17031691400,2
17031691500,28
17031320400,44
17031580100,17
17031580200,19
17031580300,42
17031580400,17
17031580600,17
17031580700,17
17031681300,8
17031681400,5
17031690300,8
17031690500,8
17031690900,2
17031691000,2
17031700100,31
17031700200,31
17031320600,44
17031330200,12
17031590500,17
17031590600,17
17031671200,5
17031671100,5
17031671300,5
17031671500,5
17031671800,5
17031671900,5
17031710100,5
17031710200,5
17031710400,5
17031710500,5
17031710600,5
17031710800,5
17031340300,12
17031430300,21
17031340500,12
17031340600,12
17031430200,21
17031510300,15
17031520100,15
17031590700,12
17031600400,12
17031813801,42
17031830600,9
17031830800,40
17031830700,43
17031830900,36
17031835200,42
17031839900,12
17031839700,12
17031839800,12
17031834800,8
17031834700,8
17031832000,43
17031832500,36
17031832300,36
17031838300,41
17031831800,40
17031831700,29
17031835100,24
17031835000,24
17031843700,32
17031220702,33
17031842100,20
17031843300,11
17031843000,4
17031836500,23
17031843900,21
17031490901,15
17031831100,33
17031831500,13
17031831600,13
17031831200,20
17031831000,36
17031843100,19
17031842900,11
17031843500,19
17031842000,12
17031770901,39
17031832400,36
17031832900,0
17031840300,17
17031838600,11
17031839600,23
17031834900,8
17031030603,37
17031832200,36
17031836700,20
17031836800,20
17031836600,20
17031833000,41
17031842500,8
17031841800,21
17031842800,17
17031843800,8
17031841000,12
17031834200,28
17031842200,41
17031838000,0
17031010702,9
17031010503,9
17031010502,9
17031010701,35
17031020902,35
17031020302,14
17031020601,14
17031020301,14
17031760803,39
17031530501,6
17031530503,6
17031650301,22
17031650302,22
17031530502,27
17031831300,20
17031831400,4
17031837000,20
17031842400,2
17031832100,43
17031020802,35
17031020702,14
17031020801,35
17031040202,35
17031040201,40
17031040402,40
17031031501,37
17031081201,1
17031063301,25
17031210601,32
17031030703,43
17031490902,15
17031301801,42
17031700301,31
17031301702,42
17031700401,31
17031837100,20
17031837800,0
17031837300,4
17031841500,19
17031838700,19
17031150501,7
17031150401,7
17031150502,7
17031110502,7
17031150402,7
17031140302,40
17031140301,40
17031700302,30
17031580501,19
17031580502,19
17031730201,5
17031301802,42
17031440101,28
17031301701,19
17031839100,44
17031833100,0
17031838100,0
17031833300,11
17031838200,0
17031140702,40
17031140602,29
17031140701,29
17031160502,29
17031160602,29
17031151002,29
17031151001,29
17031190402,13
17031431301,15
17031431302,28
17031460302,15
17031460301,15
17031700501,31
17031700502,18
17031841100,12
17031840200,12
17031841300,0
17031840700,11
17031841700,19
17031190602,13
17031190401,13
17031190702,13
17031191302,13
17031190601,13
17031191301,13
17031200402,33
17031200401,20
17031220902,33
17031210501,33
17031160601,40
17031061901,25
17031840800,19
17031081403,1
17031030702,43
17031440102,2
17031440202,2
17031830500,42
17031840100,12
17031840400,12
17031839200,12
17031835500,17
17031030604,37
17031031502,37
17031081402,1
17031080201,1
17031760802,39
17031140601,29
17031070102,25
17031210502,33
17031540102,27
17031700402,31
17031030800,37
17031031100,43
17031812100,26
17031821900,30
17031822000,30
17031031300,37
17031031900,43
17031822701,30
17031822702,30
17031822801,6
17031814200,42
17031823303,6
17031160501,40
17031040100,35
17031040300,40
17031825700,27
17031430700,28
17031611600,24
17031340400,12
17031808100,3
17031283200,11
17031100500,39
17031191000,20
17031560400,42
17031710700,5
17031550100,27
17031710300,5
